"FOURNISSEUR","RÉPARTITION","SERVICE","DIRECTION","NO DE DOSSIER","OBJET","NO DÉCISION","DATE SIGNATURE","MONTANT"
"INDUSTRIE LEMIEUX INC.","100% AGGLO","SERVICE DE L'EAU","DIRECTION DE L'ÉPURATION DES EAUX USÉES",1177526041,"ACCORDER UN CONTRAT À INDUSTRIE LEMIEUX INC. POUR LA FOURNITURE DE CINQ (5) COUVERCLES DE TRÉMIES DE FILTRE-PRESSES KURITA POUR LA STATION D’ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE - DÉPENSES TOTALES DE 441 389,03 $ (CONTRAT: 401 262,75 $ ET CONTINGENCES: 40 126,28 $), TAXES INCLUSES – APPEL D’OFFRES PUBLIC 17-16504 – 1 SOUMISSIONNAIRE CONFORME.","CG18 0048",2018-01-26,"401263"
"BEAUPRÉ MICHAUD ET ASSOCIÉES ARCHITECTES, NCK INC. ET MARTIN ROY ET ASSOCIÉS","61,3% AGGLO 
38,7% VILLE","SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE","DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS",1177619005,"AUTORISER UNE DÉPENSE ADDITIONNELLE DE 306 631,54$, TAXES INCLUSES, POUR L'AJUSTEMENT DES HONORAIRES PROFESSIONNELS LIÉS AUX TRAVAUX DE MAINTIEN D'ACTIFS DANS LE CADRE DU PROJET DE DÉMÉNAGEMENT DES EFFECTIFS DE L'HÔTEL DE VILLE VERS L'ÉDIFICE LUCIEN-SAULNIER  / APPROUVER L'ADDENDA NO 1 MODIFIANT LA CONVENTION DE SERVICES PROFESSIONNELS INTERVENUE ENTRE LA VILLE DE MONTRÉAL ET BEAUPRÉ MICHAUD ET ASSOCIÉES ARCHITECTES, NCK INC. ET MARTIN ROY ET ASSOCIÉS (CG17 0192) MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 746 061,28$ À 928 871,53$, AVEC TAXES ET AVANT CONTINGENCES - CONTRAT 14824","CG18 0041",2018-01-26,"306632"
"LOGISTIK UNICORP INC","ENTENTE CADRE -
RÉPARTITION
SELON
UTILISATION","SERVICE DE L'APPROVISIONNEMENT","DIRECTION",1177811002,"CONCLURE AVEC LOGISTIK UNICORP INC., UNE ENTENTE-CADRE D'UNE DURÉE DE CINQ (5) ANS AVEC DEUX (2) POSSIBILITÉS DE PROLONGATION DE VINGT-QUATRE (24) MOIS CHACUNE, POUR LA FOURNITURE DE SERVICES DE GESTION VESTIMENTAIRE INTÉGRÉE DESTINÉS À L'ENSEMBLE DE LA CLIENTÈLE AU SERVICE DE LA SÉCURITÉ PUBLIQUE - APPEL D'OFFRES PUBLIC 17-16249 - DEUX (2) SOUMISSIONS, UNE (1) SEULE CONFORME -  MONTANT GROUPE 1 : 28 057 799,70 $ ET GROUPE 2 : 13 351 756,61 $, TAXES INCLUSES PLUS UN FRAIS DE CONTINGENCE DE 10 % (4 140 955,63 $) POUR LES GROUPES 1 ET 2. MONTANT TOTAL DES 2 GROUPES, TAXES ET CONTINGENCES INCLUSES : 45 550 511,94 $","CG18 0063",2018-01-26,"28057800"
"LOGISTIK UNICORP INC","ENTENTE CADRE -
RÉPARTITION
SELON
UTILISATION
","SERVICE DE L'APPROVISIONNEMENT","DIRECTION",1177811002,"CONCLURE AVEC LOGISTIK UNICORP INC., UNE ENTENTE-CADRE D'UNE DURÉE DE CINQ (5) ANS AVEC DEUX (2) POSSIBILITÉS DE PROLONGATION DE VINGT-QUATRE (24) MOIS CHACUNE, POUR LA FOURNITURE DE SERVICES DE GESTION VESTIMENTAIRE INTÉGRÉE DESTINÉS À L'ENSEMBLE DE LA CLIENTÈLE AU SERVICE DE LA SÉCURITÉ PUBLIQUE - APPEL D'OFFRES PUBLIC 17-16249 - DEUX (2) SOUMISSIONS, UNE (1) SEULE CONFORME -  MONTANT GROUPE 1 : 28 057 799,70 $ ET GROUPE 2 : 13 351 756,61 $, TAXES INCLUSES PLUS UN FRAIS DE CONTINGENCE DE 10 % (4 140 955,63 $) POUR LES GROUPES 1 ET 2. MONTANT TOTAL DES 2 GROUPES, TAXES ET CONTINGENCES INCLUSES : 45 550 511,94 $","CG18 0063",2018-01-26,"13351757"
"DYPLEX COMMUNICATIONS LTD.","50,4% AGGLO 
49,6% VILLE","SERVICE DES TECHNOLOGIES DE L'INFORMATION","DIRECTION SOLUTIONS D'AFFAIRES - SÉCURITÉ PUBLIQUE ET JUSTICE",1170206011,"ACCORDER UN CONTRAT DE GRÉ À GRÉ LA FIRME DYPLEX COMMUNICATIONS LTD., POUR L'IMPLANTATION ET LA SOUSCRIPTION ANNUELLE AUX DROITS D'UTILISATION D'UN LOGICIEL MULTI-PLATEFORMES POUR LA SURVEILLANCE POUR LE SERVICE DE POLICE DE LA VILLE DE MONTRÉAL (SPVM), POUR UNE SOMME MAXIMALE DE 117 075,00 $USD (173 323,99 $ CDN), TAXES INCLUSES, POUR UNE PÉRIODE DE DOUZE (12) MOIS/APPROUVER UN PROJET DE CONVENTION À CETTE FIN/AUTORISER UN VIREMENT BUDGÉTAIRE DE 158 300 $CDN, NET DE TAXES, POUR 2018 EN PROVENANCE DES DÉPENSES GÉNÉRALES D'ADMINISTRATION DE COMPÉTENCE D'AGGLO VERS LE SERVICE DES TECHNOLOGIES DE L'INFORMATION POUR L'ANNÉE 2018.","CG18 0118",2018-02-23,"173324"
"MAXI-MÉTAL INC.","100% AGGLO","SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS","DIRECTION",1174922013,"CONCLURE AVEC « MAXI-MÉTAL INC. », UNE ENTENTE-CADRE D'UNE DURÉE DE 5 ANS, POUR LA FOURNITURE DE 35 CAMIONS AUTOPOMPES ET DE PIÈCES DE REMPLACEMENT D’ORIGINE - APPEL D'OFFRES PUBLIC 17-15795 (3 SOUMISSIONNAIRES) - (MONTANT ESTIMÉ DE 36 946 435,95 $, TAXES INCLUSES) ET AUTORISER UNE DÉPENSE DE 7 364 996,60 $, TAXES INCLUSES, POUR LA L’ACQUISITION DE 7 CAMIONS AUTOPOMPES ET D’UN MODULE DE POMPE SUPPLÉMENTAIRE, CONFORMÉMENT À L’ENTENTE-CADRE INTERVENUE ENTRE LA VILLE ET « MAXI-MÉTAL INC. ».","CG18 0122",2018-02-23,"36946436"
"HYPERTEC SYSTEMES INC","100% AGGLO","SERVICE DES TECHNOLOGIES DE L'INFORMATION","DIRECTION CENTRE D'EXPERTISE - ESPACE DE TRAVAIL",1175035006,"ACCORDER UN CONTRAT À HYPERTEC SYSTEMES INC POUR L'ACQUISITION D'ÉQUIPEMENTS INFORMATIQUES VÉHICULAIRES AVEC SERVICE D'INSTALLATION ET D'INTÉGRATION AUX VÉHICULES D'URGENCE DU SERVICE DE POLICE DE LA VILLE DE MONTRÉAL, POUR LA PÉRIODE DU 1ER MARS 2018 AU 28 FÉVRIER 2021, POUR UNE SOMME MAXIMALE DE 5 735 380,71 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC # 17-16503 - 2 SOUMISSIONNAIRES","CG18 0123",2018-02-23,"5735381"
"CENTRE DE RECHERCHE INFORMATIQUE DE MONTRÉAL","ENTENTE CADRE -
RÉPARTITION
SELON
UTILISATION
50,2% AGGLO 
49,8% VILLE","SERVICE DES TECHNOLOGIES DE L'INFORMATION","DIRECTION CENTRE D'EXPERTISE - INTELLIGENCE D'AFFAIRES",1175343001,"CONCLURE AVEC L'ORGANISME À BUT NON-LUCRATIF CENTRE DE RECHERCHE INFORMATIQUE DE MONTRÉAL (CRIM) UNE ENTENTE-CADRE DE GRÉ À GRÉ AFIN D'OBTENIR DE L'EXPERTISE DE POINTE EN RECHERCHE ET DÉVELOPPEMENT INFORMATIQUE, POUR UNE DURÉE DE DOUZE MOIS, POUR UNE SOMME MAXIMALE DE 1 385 908,65 $, TAXES INCLUSES / APPROUVER UN PROJET DE CONVENTION À CETTE FIN.","CG18 0110",2018-02-23,"1385908"
"INNOVATIVE INTERFACES CANADA INC.","50,2% AGGLO 
49,8% VILLE","SERVICE DES TECHNOLOGIES DE L'INFORMATION","DIRECTION SOLUTIONS NUMÉRIQUES",1176469004,"HARMONISER LES ÉCHÉANCES ET CONTRATS DE INNOVATIVE INTERFACES CANADA INC. JUSQU'EN 2020 / APPROUVER, ET RATIFIER, UN PROJET D'AVENANT NO 3 À LA CONVENTION INITIALE INTERVENUE ENTRE INNOVATIVE INTERFACES CANADA INC. ET LA VILLE DE MONTRÉAL AFIN DE PROLONGER L'ABONNEMENT AU PRODUIT ENCORE DISCOVERY POUR UNE PÉRIODE DE 3 ANS À COMPTER DU 1ER JUIN 2017, POUR UNE SOMME DE 85 232,28 $, TAXES INCLUSES, MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 1 942 723,26 $ À 2 027 955,54 $, TAXES INCLUSES / ACCORDER, ET RATIFIER, UN CONTRAT DE GRÉ À GRÉ À INNOVATIVE INTERFACES CANADA INC. POUR L'ENTRETIEN DES COMPOSANTES ET DES LICENCES DE LA SUITE MILLENNIUM SUPPORTANT LA TECHNOLOGIE RFID, POUR LA PÉRIODE DU 1ER AVRIL 2017 AU 31 MARS 2020, POUR UNE SOMME MAXIMALE DE 217 461,59 $, TAXES INCLUSES / APPROUVER LE PROJET DE CONVENTION À CETTE FIN","CG18 0086",2018-02-19,"85232"
"INNOVATIVE INTERFACES CANADA INC.","50,2% AGGLO 
49,8% VILLE","SERVICE DES TECHNOLOGIES DE L'INFORMATION","DIRECTION SOLUTIONS NUMÉRIQUES",1176469004,"HARMONISER LES ÉCHÉANCES ET CONTRATS DE INNOVATIVE INTERFACES CANADA INC. JUSQU'EN 2020 / APPROUVER, ET RATIFIER, UN PROJET D'AVENANT NO 3 À LA CONVENTION INITIALE INTERVENUE ENTRE INNOVATIVE INTERFACES CANADA INC. ET LA VILLE DE MONTRÉAL AFIN DE PROLONGER L'ABONNEMENT AU PRODUIT ENCORE DISCOVERY POUR UNE PÉRIODE DE 3 ANS À COMPTER DU 1ER JUIN 2017, POUR UNE SOMME DE 85 232,28 $, TAXES INCLUSES, MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 1 942 723,26 $ À 2 027 955,54 $, TAXES INCLUSES / ACCORDER, ET RATIFIER, UN CONTRAT DE GRÉ À GRÉ À INNOVATIVE INTERFACES CANADA INC. POUR L'ENTRETIEN DES COMPOSANTES ET DES LICENCES DE LA SUITE MILLENNIUM SUPPORTANT LA TECHNOLOGIE RFID, POUR LA PÉRIODE DU 1ER AVRIL 2017 AU 31 MARS 2020, POUR UNE SOMME MAXIMALE DE 217 461,59 $, TAXES INCLUSES / APPROUVER LE PROJET DE CONVENTION À CETTE FIN","CG18 0086",2018-02-19,"217462"
"BELL MOBILITÉ- DIVISION RADIO","50,4% AGGLO 
49,6% VILLE","SERVICE DES TECHNOLOGIES DE L'INFORMATION","DIRECTION SOLUTIONS D'AFFAIRES - SÉCURITÉ PUBLIQUE ET JUSTICE",1176634002,"EXERCER L'OPTION DE LA PROLONGATION, ET AUTORISER UNE DÉPENSE ADDITIONNELLE DE 1,322 069,79 $, POUR LE SUPPORT ET LA MAINTENANCE DE L'INFRASTRUCTURE DE RADIOCOMMUNICATION ET DES ORDINATEURS VÉHICULAIRES DU SERVICE DE SÉCURITÉ INCENDIE DE MONTRÉAL (SIM), POUR UNE PÉRIODE DE 2 ANS, SOIT DU 1 MARS 2018 AU 29 FÉVRIER 2020, DANS LE CADRE DU CONTRAT À BELL MOBILITÉ - DIVISION RADIO (CG13 0047), MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 2 896 176,00 $ À 4 218 245,79 $, TAXES INCLUSES / APPROUVER UN PROJET DE CONVENTION À CETTE FIN / AUTORISER UN VIREMENT BUDGÉTAIRE DE 87 400,00 $ EN 2018, EN PROVENANCE DES DÉPENSES GÉNÉRALES D'ADMINISTRATION DE COMPÉTENCE D'AGGLO À CETTE FIN / AUTORISER UN AJUSTEMENT RÉCURRENT DE LA BASE BUDGÉTAIRE DU SERVICE DES TI DE 84 000,00 $ POUR 2019 ET LES ANNÉES SUBSÉQUENTES","CG18 0119",2018-02-23,"1322069"
"LES ENTREPRISES MICHAUDVILLE INC.","2,09% AGGLO 
90,7% VILLE 
7,21% ARR","SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS","DIRECTION DES INFRASTRUCTURES",1177231080,"ACCORDER UN CONTRAT AUX ENTREPRISES MICHAUDVILLE INC., POUR DES TRAVAUX D’ÉGOUT, DE CONDUITE D’EAU, DE VOIRIE, DE FEUX DE CIRCULATION ET D’ÉCLAIRAGE DANS LES RUES DES ÉRABLES, RACHEL ET PARTHENAIS, DANS L'ARRONDISSEMENT DU PLATEAU-MONT-ROYAL. DÉPENSE TOTALE DE 11 193 101,28 $ (CONTRAT: 10 350 000,00 $ ET INCIDENCES: 1 086 804,08 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 278702 - 7 SOUMISSIONNAIRES","CG18 0124",2018-02-23,"10350000"
"IBM CANADA LTÉE (LOT 1)","ENTENTE CADRE -
RÉPARTITION
SELON
UTILISATION
50,2% AGGLO 
49,8% VILLE","SERVICE DES TECHNOLOGIES DE L'INFORMATION","DIRECTION CENTRE D'EXPERTISE - ESPACE DE TRAVAIL",1177242002,"CONCLURE AVEC IBM CANADA LTÉE UNE ENTENTE-CADRE D'UNE DURÉE DE TROIS (3) ANS POUR L'ACQUISITION D'ÉQUIPEMENTS DE TÉLÉCOMMUNICATION (ACCÈS ET PÉRIMÈTRE) AVEC SUPPORT, ENTRETIEN ET FORMATION - APPEL D'OFFRES PUBLIC 17-16251 (LOT 1) - DEUX SOUMISSIONNAIRES - 959 334,21 $ TAXES INCLUSES","CG18 0104",2018-02-23,"959334"
"HYDRO-QUÉBEC","100% AGGLO","SERVICE DE L'EAU","DIRECTION DE L'EAU POTABLE",1177383003,"ACCORDER UN CONTRAT À HYDRO-QUÉBEC,  FOURNISSEUR UNIQUE, POUR LA FOURNITURE ET L'INSTALLATION D'UNE NOUVELLE LIGNE D'ALIMENTATION ÉLECTRIQUE DE 25 KV POUR LA STATION DE POMPAGE CLOSSE, POUR UNE SOMME MAXIMALE DE 382 344,38 $, TAXES INCLUSES. ","CG18 0101",2018-02-23,"382344"
"CONSTRUCTION D.L.T. (2014) INC.","100% AGGLO","SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE","DIRECTION DE LA GESTION DE PROJETS IMMOBILIERS",1177541008,"AUTORISER UN TRANSFERT DE 125 781,65 $, TAXES INCLUSES, DES DÉPENSES INCIDENTES AUX DÉPENSES CONTINGENTES, POUR COMPLÉTER LES TRAVAUX CORRECTIFS À LA CASERNE DE POMPIERS 64 (3330) SITUÉE AU 3175, CHEMIN REMEMBRANCE, ARRONDISSEMENT DE LACHINE, DANS LE CADRE DU CONTRAT ACCORDÉ À LA FIRME CONSTRUCTION D.L.T. (2014) INC. (CG17 0188) POUR LES TRAVAUX D'INSTALLATION D'UN SYSTÈME DE CAPTATION DES GAZ À LA SOURCE ET TRAVAUX CORRECTIFS AUX CASERNES DE POMPIERS N° 38 (0762), N° 56 (3051) ET N° 64 (3330) MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 1 491 225,75 $ À 1 617 007,40 $, TAXES INCLUSES.","CG18 0105",2018-02-23,"125782"
"XEROX","50,4% AGGLO 
49,6% VILLE","SERVICE DES TECHNOLOGIES DE L'INFORMATION","DIRECTION SOLUTIONS D'AFFAIRES -INSTITUTIONNELLES",1177632003,"ACCORDER À LA FIRME XEROX CANADA LTÉE, SEUL SOUMISSIONNAIRE CONFORME, UN CONTRAT DE SERVICES PROFESSIONNELS POUR LA NUMÉRISATION DE FACTURES AVEC RECONNAISSANCE DE CARACTÈRES (OCR), POUR UNE PÉRIODE DE 3 ANS, POUR UNE SOMME DE 1 551 068,44 $, TAXES INCLUSES (PLUS INDEXATION SELON L'IPC POUR LES ANNÉES 2 ET 3) – APPEL D’OFFRES PUBLIC 17-16462 - TROIS (3) SOUMISSIONNAIRES.","CG18 0125",2018-02-23,"1551068"
"COMPAGNIE CA DU CANADA","50,4% AGGLO 
49,6% VILLE","SERVICE DES TECHNOLOGIES DE L'INFORMATION","DIRECTION CENTRE D'EXPERTISE - PLATEFORMES ET INFRASTRUCTURE",1177833001,"EXERCER L'OPTION DE PROLONGATION, ET AUTORISER UNE DÉPENSE ADDITIONNELLE DE 813 778,17 $, POUR L’UTILISATION, L'ENTRETIEN ET LE SUPPORT DE LOGICIELS, POUR UNE PÉRIODE DE 2 ANS SOIT DU 31 MARS 2018 AU 30 MARS 2020, DANS LE CADRE DU CONTRAT À LA COMPAGNIE CA DU CANADA (CG15 0140), MAJORANT AINSI LE MONTANT TOTAL DE 1 180 367,58 $ À 1 994 145,75 $, TAXES INCLUSES","CG18 0120",2018-02-23,"813778"
"LES SERVICES EXP INC. ET RÉAL PAUL ARCHITECTE INC.","100% AGGLO","SERVICE DE L'EAU","DIRECTION DE L'EAU POTABLE",1184474001,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS EN INGÉNIERIE ET EN ARCHITECTURE AUX FIRMES LES SERVICES EXP INC. ET RÉAL PAUL ARCHITECTE INC. POUR LA MODERNISATION DES USINES DE PRODUCTION D’EAU POTABLE DE LA VILLE DE MONTRÉAL, POUR UNE SOMME MAXIMALE DE 3 619 460,40 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 17-16432 - (3 SOUMISSIONNAIRES)  / APPROUVER UN PROJET DE CONVENTION À CETTE FIN.","CG18 0111",2018-02-23,"3619460"
"MÉCANIQUE CNC (2002) INC.","100% AGGLO","SERVICE DE L'EAU","DIRECTION DE L'ÉPURATION DES EAUX USÉES",1187526002,"ACCORDER UN CONTRAT À MÉCANIQUE CNC (2002) INC., POUR L’EXÉCUTION DE TRAVAUX EN RÉGIE CONTRÔLÉE SUR LES ÉQUIPEMENTS DU SERVICE DE L'EAU, POUR UNE SOMME MAXIMALE DE 1 451 916,62 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC SP17079-170314-C - 3 SOUMISSIONNAIRES.","CG18 0107",2018-02-23,"1451917"
"HATCH CORPORATION","100% AGGLO","SERVICE DE L'EAU","DIRECTION DE L'ÉPURATION DES EAUX USÉES",1187526003,"ACCORDER UN CONTRAT À HATCH CORPORATION POUR LA FOURNITURE DE SERVICES PROFESSIONNELS DE SURVEILLANCE ET D’ASSISTANCE TECHNIQUE EN COURS DES TRAVAUX D’EXCAVATION ET DE SOUTÈNEMENT DES TUNNELS ET PUITS D’ACCÈS DU BASSIN DE RÉTENTION LAVIGNE POUR UNE SOMME MAXIMALE DE 638 111,25 $ , TAXES INCLUSES – APPEL D’OFFRES PUBLIC 17-16500- 5 SOUMISSIONNAIRES DONT 1 CONFORME / APPROUVER UN PROJET DE CONVENTION À CET FIN","CG18 0112",2018-02-23,"638111"
"PROCOVA INC.","100% AGGLO","SERVICE DE L'EAU","DIRECTION DE L'ÉPURATION DES EAUX USÉES",1187526004,"ACCORDER UN CONTRAT À PROVOCA INC. POUR LES TRAVAUX D'ARCHITECTURE, D'ÉLECTRICITÉ ET DE MÉCANIQUE POUR LE RÉAMÉNAGEMENT DU LABORATOIRE D'ANALYSE À LA STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE, POUR UNE SOMME MAXIMALE DE 4 531 045,18 $, TAXES INCLUSES – APPEL D’OFFRES PUBLIC SP17055-130929-C – 5 SOUMISSIONNAIRES","CG18 0108",2018-02-23,"4531045"
"CONSTRUCTION BAU-VAL INC.","100% AGGLO","SERVICE DES INFRASTRUCTURES_VOIRIE ET TRANSPORTS","DIRECTION",1187669003,"ACCORDER UN CONTRAT À LA COMPAGNIE CONSTRUCTION BAU-VAL INC. , POUR DES TRAVAUX DE CONSTRUCTION D'UN COLLECTEUR SANITAIRE SOUS LA RUE OTTAWA ENTRE LES RUES DU SÉMINAIRE ET DALHOUSIE - GRIFFINTOWN LOT-3B. ARRONDISSEMENT DU SUD-OUEST. DÉPENSE TOTALE DE 9 327 000,00 $ (CONTRAT:8 727 000,00 $ ET INCIDENCES : 600 000,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 337702 - 2 SOUMISSIONNAIRES CONFORMES.  ","CG18 0106",2018-02-23,"8727000"
"LOCATION DISCOUNT (23137292 QC INC.) ET.","ENTENTE CADRE -
RÉPARTITION
SELON
UTILISATION
","SERVICE DU MATÉRIEL ROULANT ET DES ATELIERS","DIRECTION",1186859003,"CONCLURE AVEC LOCATION DISCOUNT (23137292 QC INC.) ET LOCATION SAUVAGEAU INC. DES ENTENTES-CADRES D’UNE DURÉE DE DEUX ANS (AVEC POSSIBILITÉ DE PROLONGATION),  POUR LA LOCATION À COURT TERME DE CAMIONNETTES ET DE VOITURES - APPEL D'OFFRES PUBLIC 17-15854 - 2 SOUMISSIONNAIRES - DÉPENSE TOTALE DE 2 578 279,88 $, TAXES INCLUSES – (LOCATION DISCOUNT  (2 290 336,49 $) ET LOCATION SAUVAGEAU INC. (287 943,39 $))","CE18 0433",2018-03-23,"2290336,49"
"TOUR TDC DÉVELOPPEMENTS INC.","100% VILLE","SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE","DIRECTION DES TRANSACTIONS IMMOBILIÈRES ET DE LA SÉCURITÉ",1171368004,"APPROUVER UN PROJET D'ACTE PAR LEQUEL LA VILLE DE MONTRÉAL ACQUIERT DE TOUR TDC DÉVELOPPEMENTS INC., POUR FINS DE CONSTRUCTION DE LOGEMENTS SOCIAUX ET COMMUNAUTAIRES OU ABORDABLES, UN IMMEUBLE D'UNE SUPERFICIE DE 1 072,8 M², AVEC BÂTIMENTS DESSUS ÉRIGÉS, SITUÉ AU QUADRANT SUD-OUEST DES RUES DE LA MONTAGNE ET SAINT-ANTOINE OUEST, DANS L'ARRONDISSEMENT DE VILLE-MARIE, AU PRIX DE 5 550 000 $, PLUS LES TAXES APPLICABLES. N/RÉF. : 31H05-005-7969-01 / 15-0307-T","CG18 0193",2018-04-03,"5550000"
"UNI-SELECT QUÉBEC INC.","ENTENTE CADRE -
RÉPARTITION
SELON
UTILISATION","SERVICE DE L'APPROVISIONNEMENT","DIRECTION",1171541003,"RÉSILIER L’ENTENTE-CADRE DE TRENTE-SIX (36) MOIS AVEC LA FIRME UNI-SELECT QUÉBEC INC. (CENTRE DE PIÈCES GAGNON) POUR LA FOURNITURE D’ACCUMULATEURS DE VÉHICULES ET ÉQUIPEMENTS MOTORISÉS (CG16 0706).","CG18 0165",2018-04-03,"-1143199"
"DÉVELOPPEMENT OLYMBEC INC.","50,4% AGGLO 
49,6% VILLE","SERVICE DE LA GESTION ET DE LA PLANIFICATION IMMOBILIÈRE","DIRECTION DES TRANSACTIONS IMMOBILIÈRES ET DE LA SÉCURITÉ",1174565003,"APPROUVER LA TROISIÈME CONVENTION DE RENOUVELLEMENT DE BAIL PAR LAQUELLE LA VILLE LOUE DE DÉVELOPPEMENT OLYMBEC INC. UN ESPACE À BUREAUX SITUÉ AU 465, RUE SAINT-JEAN, POUR LE SERVICE DE LA PERFORMANCE ORGANISATIONNELLE, POUR UN TERME DE 5 ANS, SOIT DU 1ER JANVIER 2018 AU 31 DÉCEMBRE 2022. LA DÉPENSE TOTALE POUR LE TERME, INCLUANT LES TAXES, EST DE 1 080 291,88 $. BÂTIMENT 8146.","CG18 0237",2018-04-27,"1080292"
"TECHLINE INC.","100% AGGLO","SERVICE DE LA CULTURE","DIRECTION CINÉMA-FESTIVALS-ÉVÉNEMENTS",1175288002,"RÉSILIER LE CONTRAT AVEC ENTREPRISE TECHLINE INC. POUR LE MONTAGE ET DÉMONTAGE DE LA PISTE DE FORMULE E DANS LE CENTRE-VILLE DE MONTRÉAL (APPEL D'OFFRES NO. VMP-16-030) - RÉSOLUTION CG16 0725","CG18 0159",2018-04-03,"-6628504"
"GROUPE TNT INC","82,4% AGGLO 
17,6% VILLE","SERVICE DE L'EAU","DIRECTION DE L'EAU POTABLE",1175946005,"ACCORDER UN CONTRAT À GROUPE TNT INC. POUR LA CONSTRUCTION D'UNE CONDUITE D'EAU PRINCIPALE DE 750 MM DE DIAMÈTRE SOUS LE BOUL. LOUIS-H. LAFONTAINE ENTRE LE BOUL. DU HAUT-ANJOU ET LA RUE BEAUBIEN EST - ARRONDISSEMENT D'ANJOU - DÉPENSE TOTALE DE 20 451 442,50 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 10228 - (5 SOUMISSIONNAIRES)","CG18 0186",2018-04-03,"19293813"
"LE GROUPE DESFOR","28% AGGLO 
72% VILLE","SERVICE DES GRANDS PARCS_VERDISSEMENT ET DU MONT-ROYAL","DIRECTION GESTION DES PARCS ET BIODIVERSITÉ",1176620002,"ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS ET TECHNIQUES À ""LE GROUPE DESFOR"" POUR LA FOURNITURE DE SERVICES EN FORESTERIE URBAINE POUR UNE SOMME MAXIMALE DE 2 418 877,39 $, INCLUANT TOUTES LES TAXES ET LES DÉPENSES COMPLÉMENTAIRES. APPEL D'OFFRES PUBLIC 17-15665, 4 SOUMISSIONNAIRES - 1 SOUMISSION CONFORME / APPROUVER UN PROJET DE CONVENTION À CETTE FIN. ","CG18 0187",2018-04-03,"2418877"
"IBM CANADA LTÉE","50,4% AGGLO 
49,6% VILLE","SERVICE DES TECHNOLOGIES DE L'INFORMATION","DIRECTION CENTRE D'EXPERTISE - PLATEFORMES ET INFRASTRUCTURE",1177833002,"ACCORDER UN CONTRAT DE GRÉ À GRÉ À IBM CANADA LTÉE (FOURNISSEUR UNIQUE) POUR L'ACQUISITION MENSUELLE DE DROITS D'UTILISATION DES LOGICIELS POUR L'ORDINATEUR CENTRAL CONSOLIDÉ, POUR UNE PÉRIODE MAXIMALE D'UN AN, SOIT DU 1ER MAI 2018 AU 30 AVRIL 2019, POUR UNE SOMME MAXIMALE DE 642 980,58 $, TAXES INCLUSES","CG18 0166",2018-04-03,"642981"
"NORTHROP GRUMMAN SYSTEMS INTERNATIONAL TRADING INC.","100% AGGLO","SERVICE DES TECHNOLOGIES DE L'INFORMATION","DIRECTION SOLUTIONS D'AFFAIRES - SÉCURITÉ PUBLIQUE ET JUSTICE",1180206001,"APPROUVER UN PROJET D’AVENANT NO 3, ET AUTORISER UNE DÉPENSE ADDITIONNELLE DE 2 673 281,67 USD $, TAXES INCLUSES, (3 435 380,80 CDN $, TAXES INCLUSES) POUR LA TRANSPOSITION LOGICIELLE DU SYSTÈME DE RÉPARTITION ASSISTÉE PAR ORDINATEUR (RAO), AINSI QUE POUR LE RENOUVELLEMENT DU CONTRAT D'ENTRETIEN DE L'ENSEMBLE DES LOGICIELS DU SYSTÈME RAO DU SERVICE DE POLICE DE LA VILLE DE MONTRÉAL (SPVM) POUR LA PÉRIODE DU 5 MAI 2018 AU 4 MAI 2023, DANS LE CADRE DU CONTRAT ACCORDÉ À NORTHROP GRUMMAN SYSTEMS INTERNATIONAL TRADING INC. (CG09 0285), MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 3 118 690,00 USD $ À 5 791 971,67 USD $, TAXES INCLUSES / AUTORISER UN AJUSTEMENT DE LA BASE BUDGÉTAIRE DU SERVICE DES TI DE 77 700$ AU NET POUR 2020, DE 94 600 $ AU NET POUR 2021, AINSI QU'UN AJUSTEMENT RÉCURRENT DE 112 200$ AU NET À COMPTER DE 2022.","CG18 0224",2018-04-30,"3435381"
